subcategory_name,character_name,vote_count,mbti,eneagrama,grupo
Cestvs: The Roman Fighter,Democritus of Cadiz,4,INTP, 5w6,Analista
NeuN,Kugel,4,INTJ, 5w6,Analista
Shokugeki no Souma,Malcanta,4,ISFJ, 7w8,Sentinela
Shokugeki no Souma,Sergeant Sarge,4,ESTJ, 8w7,Sentinela
Shokugeki no Souma,Hisanao Kageura,4,ESTJ, XwX,Sentinela
Shokugeki no Souma,Histoire,4,ESTP, XwX,Explorador
Chainsaw Man,Shiina,4,ENFP, XwX,Diplomatico
NeuN,Naomi Reisinger,4,ISTP, 7w8,Explorador
NeuN,Theo Becker,4,ISTJ, 1w9,Sentinela
Rail Wars!,Nana Iida,4,ENFJ, 2w3,Diplomatico
Rail Wars!,Noa Kashima,4,ESFJ, 3w4,Sentinela
Shirokuma Cafe,Lesser Panda,4,ENFJ, 2w1,Diplomatico
Glass no Kantai (Glass Fleet),"Aiolos Corbeille de Veil, Cleo",4,ISTP, 9w8,Explorador
Kuro,Milk,4,INFP, 6w7,Diplomatico
Senpai ga Uzai Kouhai no Hanashi,Okudera Momiji,4,ISTJ, 6w5,Sentinela
"Yamete kudasai, Mabushii desu.",Hibiya,4,ISTJ, 5w4,Sentinela
"Yamete kudasai, Mabushii desu.",Kurata,4,ESTP, 7w6,Explorador
Kaze no Stigma,Yukari Shinomiya,4,ESFP, XwX,Explorador
Qualidea Code (2016),Aoi Yaegaki,4,ISFJ, 1w9,Sentinela
Binan Koukou Chikyuu Boueibu LOVE!,Vombat,4,ENFP, 4w5,Diplomatico
Comic Girls,Amisawa Mayu,4,ISTJ, 6w5,Sentinela
Sasami-san@Ganbaranai,Tsurugi Yagami,4,ESTP, 7w8,Explorador
Ryuugajou Nanana no Maizoukin,Nanana Ryuugajou,4,ENFP, 7w6,Diplomatico
Joran: The Princess of Snow and Blood,Takeru Karasumori,4,INFJ, 8w9,Diplomatico
Fate/Strange Fake,False Caster,4,ENTP, 8w7,Analista
Samurai 7,Hayashida Heihachi,4,ENFP, XwX,Diplomatico
Project Lucky,Lucky,4,ESTP, 7w8,Explorador
Project Lucky,Comet,4,INTJ, 6w5,Analista
Project Lucky,Illumina,4,ESFP, 7w6,Explorador
Project Lucky,Violet,4,ENFP, 7w6,Diplomatico
Shin Shirayuki-hime Densetsu Pretear,Awayuki Natsue,4,ENTJ, 1w2,Analista
Kuuchuu Buranko,Mayumi,4,ISTP, 9w8,Explorador
Samurai 7,Ukyo,4,ENTP, XwX,Analista
Samurai 7,Okamoto Katsushiro,4,ISTJ, XwX,Sentinela
Minami-ke,Toma Minami,4,ISTP, 6w5,Explorador
Shiki,Seishirou Kirishiki,4,ESFP, 7w8,Explorador
Shiki,Isami Maeda,4,ESFP, 7w8,Explorador
Shiki,Atsushi Ookawa,4,ESTP, 9w8,Explorador
Yakedo Shoujo,Tsugumi Himeno,4,ENTP, 7w8,Analista
Noir,Altena,4,ENFJ, XwX,Diplomatico
Ouji no Honmei wa Akuyaku Reijou,Diana Diafell,4,INFP, 9w1,Diplomatico
Ouji no Honmei wa Akuyaku Reijou,Spica Diafell,4,ENTP, 7w8,Analista
Kokkoku,Takafumi Yukawa,4,ESTP, 6w5,Explorador
Colette wa Shinu Koto ni Shita,Colette,4,ESFJ, 2w1,Sentinela
Princess Letter(s)! From Idol,Ayame Mizukuki,4,ISFJ, 6w5,Sentinela
Hongmao and Lantu,Lantu (Landau),4,ISFJ, 2w1,Sentinela
Yakitate!! Japan,Ken Matsushiro,4,ISTP, XwX,Explorador
Ba la la Xiao Mo Xian,Shirley (Xiao Lan),4,ESFP, XwX,Explorador
Kakukaku Shikajika,Hayashi Akiko,4,ENFP, 4w3,Diplomatico
Princess Letter(s)! From Idol,Tayori Kingyobachi,4,ENFP, 7w6,Diplomatico
Sugar Sugar Rune,Mimura,4,ESTP, 8w7,Explorador
Sugar Sugar Rune,Duke,4,ENTP, XwX,Analista
Hongmao and Lantu,Tiao Tiao,4,ENTJ, 3w4,Analista
Kaichou wa Maid-sama!,Takashi Hagimoto,4,ESFP, 7w6,Explorador
Koi wa Ameagari no You ni,Kayoko Kubo,4,ESTJ, XwX,Sentinela
Koi wa Ameagari no You ni,Takashi Yoshizawa,4,ESFP, 7w6,Explorador
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Linca,4,ISTJ, 1w2,Sentinela
Pretty Cure Series,Tarte,4,ENTP, 6w7,Analista
Chi: Chikyuu no Undou ni Tsuite,Jolanta,4,ISFJ, 5w6,Sentinela
Keijo!!!!!!!!,Akari Fuyuzora,4,ESFP, 7w6,Explorador
Hanasaku Iroha,Tanemura Kouichi,4,INFP, XwX,Diplomatico
Konjiki no Gash Bell!!,Vino,4,ENTP, 7w8,Analista
Piano no Mori,Takako Maruyama,4,INFP, 4w3,Diplomatico
Uma Musume: Pretty Derby,Mr. C.B.,4,ENTP, 7w8,Analista
Konjiki no Gash Bell!!,Rodeaux,4,ESTP, 8w7,Explorador
Hellsing Ultimate Abridged (TeamFourStar),Walter C. Dornez,4,INTJ, XwX,Analista
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,Nanatsuki Seiji,4,ESFP, 1w9,Explorador
Akebi-chan no Sailor-fuku,Washio Hitomi,4,ISTP, 3w4,Explorador
Code:Breaker,The One Being Sought,4,INTJ, 8w7,Analista
Konjiki no Gash Bell!!,Naomi,4,ESTP, 8w7,Explorador
Koi wa Sekai Seifuku no Ato de,Anna Hojo,4,ESFP, 8w7,Explorador
Konjiki no Gash Bell!!,Belgim E.O.,4,ESFP, 8w7,Explorador
Koi wa Sekai Seifuku no Ato de,Urami Magahara,4,ISFP, 6w5,Explorador
Konjiki no Gash Bell!!,Elly,4,INTJ, 5w6,Analista
Konjiki no Gash Bell!!,Zaruchimu,4,INTJ, 6w5,Analista
Akachan to Boku,Fujii Ichika,4,ESFP, 6w7,Explorador
Akachan to Boku,Enoki Yukako,4,ENFJ, 2w3,Diplomatico
Akebi-chan no Sailor-fuku,Togano Mai,4,INTP, XwX,Analista
Suda-kun no Himitsu,Yuto,4,ISTP, XwX,Explorador
Uma Musume: Pretty Derby,Hishi Akebono,4,ESFJ, 2w1,Sentinela
Renzu-sou no Sankaku,Lucas Saionji,4,ENFJ, 4w3,Diplomatico
Ninja Scroll,Tessai,4,ESTP, 8w7,Explorador
Ryuuou no Oshigoto!,Kannabe Ayumu,4,ENFP, 7w6,Diplomatico
I”s,Itsuki Akiba,4,INFP, XwX,Diplomatico
Ryuuou no Oshigoto!,Kiyotaki Keika,4,INFP, 3w4,Diplomatico
Ryuuou no Oshigoto!,Sainokami Ika,4,ESFP, XwX,Explorador
Corrector Yui,Peace,4,ISTP, 9w8,Explorador
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,Nagami Suzuka,4,ISTJ, 3w4,Sentinela
Sensei!,Hibiki Shimada,4,INFP, 9w1,Diplomatico
Kemono Friends,Gentoo Penguin,4,INFJ, 9w1,Diplomatico
Kemono Friends,Giant Armadillo,4,INFJ, 5w4,Diplomatico
Ao no Exorcist,Tamamo Kamiki,4,ENFP, 7w6,Diplomatico
Out,Taguchi Masaru,4,ESTJ, 8w7,Sentinela
Sakurada Reset,Majo,4,ESFJ, XwX,Sentinela
7SEEDS,Unami,4,ESTP, 5w6,Explorador
7SEEDS,Ban,4,INFP, 5w4,Diplomatico
7SEEDS,Mansaku Tsunomata,4,ISTP, 5w6,Explorador
7SEEDS,Fubuki Samejima,4,ESFP, 7w6,Explorador
Out,Abe Kaname,4,ESFJ, XwX,Sentinela
Out,Rakuzaki Kai,4,INTJ, XwX,Analista
Ranma ½,Akari Unryu,4,INFP, 2w1,Diplomatico
Akanesasu Shoujo,Mia Silverstone,4,INFP, 9w1,Diplomatico
Akanesasu Shoujo,Chloe Morisu,4,INTP, XwX,Analista
Pretty Cure Series,Pappuru,4,ESTP, 3w4,Explorador
Her Friends,Daisy,4,ISFJ, XwX,Sentinela
Ranma ½,Picolet Chardin,4,ENFJ, 3w2,Diplomatico
Her Friends,Sherri,4,ESTJ, 1w2,Sentinela
Hoshiai no Sora,Shinjiro Sunaga,4,INFP, 6w5,Diplomatico
Her Friends,Zeki (Zish),4,ESFJ, 7w6,Sentinela
Uchuu Patrol Luluco,Secretary,4,ISTJ, 1w9,Sentinela
Uchuu Patrol Luluco,Over Justice,4,ESTJ, 1w2,Sentinela
Neon Genesis Evangelion,SEELE,4,INFP, XwX,Diplomatico
Heike Monogatari,Taira No Kiyotsune,4,INFP, 9w1,Diplomatico
Bato Rabittsu,Suzune Kokuryuu,4,ISFP, 9w8,Explorador
Bato Rabittsu,Iori Kurogane,4,ENFP, 7w6,Diplomatico
Kawaii dake ja Nai Shikimori-san,Rika Isana,4,INFJ, XwX,Diplomatico
Bato Rabittsu,Kaguya Kokuryuu,4,ESFJ, 6w7,Sentinela
Bato Rabittsu,Mao Doumyouji,4,ESFP, 9w8,Explorador
Bato Rabittsu,Hijiri Takanomiya,4,INTJ, 1w9,Analista
Bato Rabittsu,Izumi Hoshino,4,ISFP, 4w3,Explorador
Bato Rabittsu,Nureha Kagura,4,ISTJ, 1w2,Sentinela
Taiho Shichauzo,Yoriko Nikaido,4,ENTP, 7w6,Analista
Koi wo Shiranai Bokutachi wa,Izumi Shiosaki,4,ENFP, 9w1,Diplomatico
Koi wo Shiranai Bokutachi wa,Naohiko Bessho,4,ISFJ, 1w9,Sentinela
Watashitachi no Shiawase na Jikan,Jirou Inoue,4,ISFJ, 6w5,Sentinela
Watashitachi no Shiawase na Jikan,Mother Mutou,4,ISTJ, 1w9,Sentinela
Wave!!: Surfing Yappe!!,Shoko,4,ESFJ, 2w3,Sentinela
Cutie Honey,Seiji Hayami,4,ENTP, XwX,Analista
Yaiteru Futari,Yamaguchi Chihiro,4,INTP, XwX,Analista
"Maou ni Natta node, Dungeon Tsukutte Jingai Musume to Honobono Suru",Yuki,4,INTJ, XwX,Analista
Green Green,Yusuke Takashi,4,ISTP, 6w5,Explorador
Green Green,Futaba Kutsuki,4,INTJ, 3w4,Analista
Shimanami Tasogare,Ilya Tchaiko,4,ISTJ, 9w1,Sentinela
Mahou Shoujo Site,Jirou Asagiri,4,ESTP, 3w2,Explorador
Boruto - Naruto Next Generations,Kohan Yamanaka,4,INTP, 4w3,Analista
Machine Robo Rescue,Daichi Hayami,4,INFP, XwX,Diplomatico
Boruto - Naruto Next Generations,Gongorō Kamakura,4,ESTP, 5w4,Explorador
Koisuru Asteroid,Yuki Endou,4,ISFJ, 2w3,Sentinela
Macross 7,Mylene Flare Jenius,4,ENFP, 4w3,Diplomatico
Enen no Shouboutai,Hikage,4,ESFP, 8w7,Explorador
Grappler Baki,Komusubi Honoo,4,ENFP, 7w6,Diplomatico
Enen no Shouboutai,Hinata,4,ESFP, 8w7,Explorador
Houkago Saikoro Club,Shibusawa Ren,4,INTP, 3w2,Analista
Houkago Saikoro Club,Emilia,4,ENFJ, 7w8,Diplomatico
Gangsta,Daniel Monroe,4,ENTP, 6w7,Analista
Enen no Shouboutai,Raffles I,4,ENTP, 6w7,Analista
Enen no Shouboutai,Oguru,4,ENTP, 8w7,Analista
Enen no Shouboutai,Sasori,4,INTP, XwX,Analista
Grappler Baki,Jagatta Shaman,4,ISTJ, 5w6,Sentinela
Neo Angelique Abyss,Rayne,4,INTP, 6w7,Analista
Neo Angelique Abyss,Erenfried,4,INTP, 8w9,Analista
Grappler Baki,Kiyosumi Katou,4,ESTP, 7w8,Explorador
Trese,Emissary,4,ENTP, XwX,Analista
Girls und Panzer,Pepperoni,4,ESFP, 8w7,Explorador
Girls und Panzer,Ruka Oshida,4,ESTJ, 3w4,Sentinela
Kuma Miko (Girl Meets Bear),Amayadori Yoshio,4,ENFJ, 2w3,Diplomatico
I-Chu: Halfway Through the Idol,Akira Mitsurugi,4,INFJ, 1w9,Diplomatico
Yoake Mae yori Ruriiro na,Mai Asagiri,4,INFP, XwX,Diplomatico
Konjiki no Gash Bell!!,Byonko,4,INFP, 6w7,Diplomatico
Oshi ga Budoukan Ittekuretara Shinu,Reina,4,INTP, XwX,Analista
RobiHachi,JPS-19,4,ISTP, XwX,Explorador
Koisuru Boukun,Kamiki,4,ISTJ, 1w9,Sentinela
Koisuru Boukun,Mitsugu Kurokawa,4,ESFJ, 2w1,Sentinela
Koisuru Boukun,Matsuda,4,ISFJ, 9w1,Sentinela
Absolute Duo,Kokonoe Tooru,4,ISFJ, XwX,Sentinela
Ginga Densetsu Weed: Orion,Yamabiko Kurohabaki,4,ENFP, 6w7,Diplomatico
Ginga Densetsu Weed: Orion,Andy Valkama,4,ISTP, 9w8,Explorador
Nagi no Asukara (Nagiasu),Minegishi Atsushi,4,ISFJ, 9w1,Sentinela
Yoake Mae yori Ruriiro na,Estel Freesia,4,ESTJ, XwX,Sentinela
Konjiki no Gash Bell!!,Kolulu,4,ISFJ, XwX,Sentinela
Uma Musume: Pretty Derby,Copano Rickey,4,ENFP, 3w2,Diplomatico
Konjiki no Gash Bell!!,Li-en,4,ISFJ, XwX,Sentinela
Konjiki no Gash Bell!!,Albert,4,ENTJ, 9w1,Analista
Nodame Cantabile,Ryuutarou Mine,4,ESFP, XwX,Explorador
Konjiki no Gash Bell!!,Pamoon,4,ESTJ, 6w5,Sentinela
Gakuen Utopia Manabi Straight!,Mika Inamori,4,INFP, 9w1,Diplomatico
Adekan,Shiro Yoshiwara,4,INTP, XwX,Analista
Devilman OVA,Sirene,4,ESTP, 8w7,Explorador
Nagi no Asukara (Nagiasu),Sayama Shun,4,ESTP, 7w6,Explorador
Gregory Horror Show,Gregory,4,ENTP, 6w7,Analista
Shichinin no Nana,Nana Suzuki,4,ESFJ, 2w1,Sentinela
Murciélago,Tougo Mitsurugi,4,ESTJ, 6w5,Sentinela
Chobits,Zima,4,ENTJ, 3w4,Analista
Murciélago,Cobalt Conrad,4,INTJ, 5w4,Analista
Shichinin no Nana,Nanappe,4,ESTP, 8w7,Explorador
I-Chu: Halfway Through the Idol,Hikaru Orihara,4,ESFP, 4w3,Explorador
My Girl (Sahara Mizu),Masamune Kazama,4,ISFJ, 9w1,Sentinela
Gunnm,Vector,4,ENTJ, 3w2,Analista
Shichinin no Nana,Nanapon,4,INFJ, 5w4,Diplomatico
Shichinin no Nana,Nanarin,4,INFP, 4w5,Diplomatico
Gal Gohan,Nagisa Shirahama,4,ENTJ, 7w8,Analista
Aragne no Mushikago,Nasuha,4,INTJ, 5w6,Analista
Yahari Ore no Seishun Love Comedy wa Machigatteiru (Oregairu),Hatano,4,INTJ, XwX,Analista
Clock over ORQUESTA,Azuma Tsuyuri,4,ENFP, 4w5,Diplomatico
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Domitianus Revlon Valtiafelbe,4,ESTJ, 8w9,Sentinela
Dekiai Yakuza ni wa Amayakasarenai!,Iori,4,ENFJ, 2w3,Diplomatico
Hanbun no Tsuki ga Noboru Sora,Gorō Natsume,4,INTJ, 6w5,Analista
Hanbun no Tsuki ga Noboru Sora,Rika Akiba,4,ESTJ, 4w5,Sentinela
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Glenys Alna Lalatoya,4,ESFJ, 3w2,Sentinela
Chu-Bra!!,Hiroki Komachi,4,ISTJ, 6w5,Sentinela
Yama Nezumi Rocky Chuck,Chatterer,4,ENFP, 7w8,Diplomatico
Tengoku Daimakyou,Kiruko,4,ESTP, XwX,Explorador
Sekai Series,Hitsuuchi Samatoki,4,ENTJ, 5w6,Analista
Wangan Midnight,Rikako Ota,4,ENTP, 7w6,Analista
Wangan Midnight,Eriko Kamiya,4,ISTJ, 9w1,Sentinela
Mikagura Gakuen Kumikyoku,Minatogawa Sadamatsu,4,INFJ, 9w1,Diplomatico
Wangan Midnight,Takayuki Kuroki,4,ISTJ, 5w6,Sentinela
Wangan Midnight,Kou Tominaga,4,ENTP, 5w6,Analista
Wangan Midnight,Eiji Kamiya,4,ESFP, 6w7,Explorador
Wangan Midnight,Gen Sasaki,4,ESTP, 8w7,Explorador
Hellsing Ultimate,Renaldo,4,ISTJ, 1w9,Sentinela
Naruto Shippūden,Dokan,4,ESTP, 8w7,Explorador
Wangan Midnight,Harada,4,ENTP, 7w6,Analista
Wangan Midnight,Yuuichi Takagi,4,ISFP, 4w3,Explorador
Wangan Midnight,Kazuo Ota,4,ISFJ, 6w5,Sentinela
Vampire Knight,Juri Kuran,4,ENFP, XwX,Diplomatico
Wangan Midnight,Maki Kamiya,4,ISTP, 8w7,Explorador
Fuuka,Fuuka Aoi,4,ESFP, 7w8,Explorador
Naked color,Gaku Fuwa,4,INTP, XwX,Analista
Shokuryou Jinrui,Saori Yamazaki,4,ESFJ, 2w3,Sentinela
Shokuryou Jinrui,Ryuzo Kiryu,4,INTJ, 3w4,Analista
Hime Chen! Otogi Chikku Idol Lilpri,Ringo Yukimori,4,ENFP, 7w6,Diplomatico
Wangan Midnight,Shige Inada,4,ENFJ, 2w3,Diplomatico
"Kumo no Mukou, Yakusoku no Basho",Hiroki Fujisawa,4,INTP, XwX,Analista
Kamisama no Memochou,Tomio Kimura,4,ENTP, XwX,Analista
Nausicaä of the Valley of the Wind (1984),Mayor of Pejite,4,ESTJ, 5w6,Sentinela
ACTORS: Songs Connection,Sosuke Kagura,4,ESFP, 3w4,Explorador
ACTORS: Songs Connection,Usuki Washiho,4,INTP, 5w4,Analista
Wangan Midnight,Rumi Shimada,4,ESFJ, 2w1,Sentinela
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,Iin Chiyo,4,ISTJ, 1w2,Sentinela
DOTA: Dragon's Blood,Rylai,4,ESFJ, 2w1,Sentinela
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,Nakaji Uto,4,ISTP, 9w1,Explorador
DOTA: Dragon's Blood,Kashurra,4,INTJ, 5w4,Analista
Naruto Shippūden,Ginkaku,4,ESTP, 8w7,Explorador
Naruto Shippūden,Harusame,4,ESTJ, 5w6,Sentinela
Naruto Shippūden,Kazami,4,ENFP, XwX,Diplomatico
Gantz,Gorou Suzuki,4,ISTJ, 9w1,Sentinela
Seirei no Moribito,Jiguro Musa,4,ISTJ, 1w9,Sentinela
Seirei no Moribito,Sagum,4,INFP, 2w1,Diplomatico
Naruto Shippūden,Sari,4,ENFP, 3w2,Diplomatico
Gantz,Ryouta Sugimoto,4,INFP, 7w6,Diplomatico
Seirei no Moribito,BlackSmith,4,ISTJ, 6w5,Sentinela
Seirei no Moribito,Touya,4,ESFP, 7w6,Explorador
Gantz,Hoi Hoi,4,INTJ, XwX,Analista
Rosario to Vampire,Ageha Kurono,4,ENFJ, 3w2,Diplomatico
Naruto Shippūden,Disonasu,4,INTJ, 8w7,Analista
Naruto Shippūden,Chishima,4,ISFJ, 4w3,Sentinela
Naruto Shippūden,Baji,4,ESTP, 8w7,Explorador
Kidou Keisatsu Patlabor,Bud Renard Harchand,4,ESTP, XwX,Explorador
Wangan Midnight,Yoshiaki Ishida,4,ISFP, 3w4,Explorador
Wangan Midnight,Kouta Takahashi,4,ESTJ, 6w7,Sentinela
Wangan Midnight,Masaki Takahashi,4,ESFP, 3w2,Explorador
Rosario to Vampire,San Otonashi,4,INFJ, 9w1,Diplomatico
Rosario to Vampire,Fang Fang Huang,4,ESFJ, 6w7,Sentinela
Boogiepop Phantom (2000),Moto Tonomura,4,INTP, 5w4,Analista
Naruto Shippūden,Fudō,4,ISTP, 5w6,Explorador
Hibike! Euphonium,Satomi Niiyama,4,INFJ, 1w9,Diplomatico
Samurai Champloo,Oniwakamaru,4,ISFP, 4w3,Explorador
GODDESS OF VICTORY: NIKKE,Volume,4,ESTP, 7w8,Explorador
Samurai Champloo,Hishikawa Moronobu,4,ISFP, 3w4,Explorador
Samurai Champloo,Rikiei Nagatomi,4,ENTJ, 3w4,Analista
Samurai Champloo,"Budoukiba ""Osen""",4,ENFJ, 3w4,Diplomatico
Samurai Champloo,"Matagi ""Johnny""",4,ISTP, 8w9,Explorador
GODDESS OF VICTORY: NIKKE,Rupee,4,ESFP, 7w6,Explorador
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai (Anohana),Minako,4,ENTP, XwX,Analista
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai (Anohana),Yama,4,ESFJ, XwX,Sentinela
A Kiss and White Lily for My Dearest Girl,Nikaidō Moe,4,INTP, XwX,Analista
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai (Anohana),Manabu Honma,4,INTP, XwX,Analista
Tokyo Mew Mew New ♡,Shirogane Ryou,4,ISTP, 5w6,Explorador
Princess Maison,Sachi Numagoe,4,INTP, 9w1,Analista
The Fable,Youko Satou,4,ESFP, 7w8,Explorador
Mahou Shoujo ni Akogarete,Haruka Hanabishi,4,ESFJ, 2w3,Sentinela
Mahou Shoujo ni Akogarete,Kiwi Araga,4,ESFP, 4w3,Explorador
BIBLIOMANIA,Judge (Guest #430),4,INFP, XwX,Diplomatico
Nami yo Kiitekure,Ryuusuke Koumoto,4,ISTP, XwX,Explorador
Tsun-Ama na Kareshi,Aoyama,4,ISTJ, 6w5,Sentinela
Takt Op. Destiny,Daphnis Chole,4,INTP, XwX,Analista
Harukanaru Toki no Naka de: Hachiyou Shou,Sefuru,4,ISFP, 6w5,Explorador
Thermae Romae Novae,Marcus,4,ESFP, 7w8,Explorador
Thermae Romae Novae,Hadrian,4,INTJ, 1w9,Analista
Majin Tantei Nougami Neuro,Kouhei Tsukushi,4,ISTJ, 6w5,Sentinela
Sumikko Gurashi,Obake,4,ISFJ, 9w1,Sentinela
Sumikko Gurashi,Tonkatsu,4,INTP, XwX,Analista
Sumikko Gurashi,Penguin?,4,ISTJ, 5w6,Sentinela
Sumikko Gurashi,Tokage,4,ISTP, 3w4,Explorador
Goblin Slayer,Ogre,4,ESTJ, 8w7,Sentinela
Sumikko Gurashi,Furoshiki,4,ISFJ, 2w1,Sentinela
Majin Tantei Nougami Neuro,"Denjin ""HAL""",4,INTJ, 5w4,Analista
Majin Tantei Nougami Neuro,Naohiro Usui,4,ESTJ, 1w9,Sentinela
Majin Tantei Nougami Neuro,Zenjiro Kasai,4,ISTP, 9w8,Explorador
Sumikko Gurashi,Nisetsumuri,4,ISFP, 4w3,Explorador
Majin Tantei Nougami Neuro,Jun Ishigaki,4,ESFP, 7w6,Explorador
Sumikko Gurashi,Hokori,4,ESFP, 7w6,Explorador
Seirei no Moribito,Torogai,4,ESTJ, 5w6,Sentinela
Osananajimi ga Zettai ni Makenai Love Comedy,Aoi Shida,4,ISFJ, 2w1,Sentinela
Juuni Senshi Bakuretsu Eto Ranger,Nyorori,4,INTP, 7w6,Analista
Kore wa Zombie Desu ka?,Kyoko,4,ENFJ, 2w3,Diplomatico
Youkoso Jitsuryoku Shijou no Kyoushitsu,Masumi Kamuro,4,ISTP, 6w7,Explorador
Youkoso Jitsuryoku Shijou no Kyoushitsu,Ryōtarō Hondō,4,INFJ, 9w8,Diplomatico
Hinomaruzumou,Kuze Sousuke,4,ISTJ, 1w9,Sentinela
Pretty Cure Series,Namakelder,4,INTP, XwX,Analista
Koi to Producer: EVOL×LOVE,Yui,4,ENFJ, XwX,Diplomatico
Hinomaruzumou,Hori Chizuko,4,INFP, 1w9,Diplomatico
Flying Witch,Nao Ishiwatari,4,ESFJ, 6w5,Sentinela
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Fanis Laminitus,4,ESTP, 8w7,Explorador
Flying Witch,Akane Kowata,4,ENTP, XwX,Analista
Phantom: Requiem for the Phantom,Lizzie Garland,4,ISTP, XwX,Explorador
Enidewi,Dewiela,4,ISTP, 7w8,Explorador
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Himenokouji Akito,4,ISFP, 9w1,Explorador
HajiOtsu.,Satoru Kai,4,INTJ, 9w1,Analista
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Arashi Nikaidō,4,ENTJ, 8w7,Analista
Koi Shitagari no Blue,Ao Mizushima,4,ESFJ, 9w1,Sentinela
Bakuten Shoot Beyblade,Julia Fernandez,4,ENTJ, 3w4,Analista
Koi Shitagari no Blue,Riku Hariya,4,ESTP, 7w6,Explorador
Atashin'chi,Iwaki,4,ENFJ, 9w1,Diplomatico
Kageki Shoujo!!,Chika Sawada,4,ESFJ, 3w4,Sentinela
Aoi Sekai no Chuushin de,Gear,4,ISFP, 7w6,Explorador
Aoi Sekai no Chuushin de,Opal,4,INTJ, 1w9,Analista
Aoi Sekai no Chuushin de,Tejirov,4,ISTP, 8w7,Explorador
Aoi Sekai no Chuushin de,General Alex,4,ESFJ, 7w6,Sentinela
Aoi Sekai no Chuushin de,Marcus,4,ESTJ, 1w9,Sentinela
Mai-HiME,Natsuki Kuga,4,ISTJ, 8w9,Sentinela
Dengeki Daisy,Riko Onizuka,4,ESFJ, XwX,Sentinela
Grand Blue,Naomi Otoya,4,ESFJ, 2w1,Sentinela
Love All Play,Shohei Sakaki,4,ESFP, 8w7,Explorador
Sakurada Reset,Sera Sawako,4,ISFJ, 6w7,Sentinela
Dengeki Daisy,Kiyoshi Hasegawa,4,ISTJ, 5w6,Sentinela
Kemono Friends,American Beaver,4,ISFP, 6w5,Explorador
Saihate No Paladin,Antonio,4,ENFJ, 9w1,Diplomatico
Maou Dante,Saori Utsugi,4,ENTP, 7w8,Analista
Kemono Friends,lucky beast,4,ISTJ, 1w2,Sentinela
Eyeshield 21,Shun Kakei,4,ISTJ, 5w6,Sentinela
Sousei no Taiga,Taiga,4,INTJ, XwX,Analista
Sousei no Taiga,Tiari,4,ESFP, XwX,Explorador
Kemono Friends,African Wild Dog,4,ESTP, 8w7,Explorador
Ikebukuro West Gate Park (Anime),Shadow,4,ISTP, 4w3,Explorador
Kageki Shoujo!!,Chiaki Sawada,4,ENFJ, 3w2,Diplomatico
Poe no Ichizoku,Brian Portsnell,4,ESTJ, 1w9,Sentinela
Shaman King,Oyamada Keiko,4,ESFJ, XwX,Sentinela
Poe no Ichizoku,Edgar Portsnell,4,ENTJ, 4w3,Analista
Pretty Cure Series,Charaleet,4,ESFP, 7w8,Explorador
Totsukuni no Shoujo,Headless Outsider,4,INTP, 5w6,Analista
Totsukuni no Shoujo,God of Darkness,4,ENTP, 9w8,Analista
Shaman King,Kino Asakura,4,INTJ, 8w7,Analista
Totsukuni no Shoujo,God of Light,4,ENFP, 2w3,Diplomatico
Shaman King,Eliza,4,ISFJ, 2w3,Sentinela
Shaman King,Mikihisa Asakura,4,ISTP, 9w8,Explorador
Shaman King,Ponchi,4,ENTP, 7w8,Analista
Shaman King,Spirit of Rain,4,ISFJ, XwX,Sentinela
Burn Up: Excess & W,Maki Kawasaki,4,INTP, 6w5,Analista
Pretty Cure Series,Cure Oasis,4,INFJ, 9w1,Diplomatico
Shuumatsu no Valkyrie,Kali,4,ISTP, 6w5,Explorador
Grancrest Senki,Milza Kuches,4,ESTP, 3w2,Explorador
Grancrest Senki,Lassic David,4,ESTJ, 2w1,Sentinela
Shaman King,Shamash,4,INTJ, 8w9,Analista
Grancrest Senki,Villar Constance,4,ESFP, 4w3,Explorador
Grancrest Senki,Dimitrie,4,INTP, 4w3,Analista
Burn Up: Excess & W,Rio Kinezono,4,ENFP, 4w3,Diplomatico
Shaman King,Brocken Meyer,4,ESFJ, 5w4,Sentinela
Shaman King,Mohamed Tabarsi (Turbine),4,INFJ, 7w8,Diplomatico
Shaman King,Rutherfor Patch,4,INFJ, 9w1,Diplomatico
Black Bullet,Sogen Saitake,4,ENTJ, 8w7,Analista
Robin Hood no Daibouken,Gilbert,4,ENTJ, XwX,Analista
Watanare,Ajisai Sena,4,ISFJ, XwX,Sentinela
